TITLE,ARTIST,PLAYLIST,PLAYLIST ID,RELEASE,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,POP.
Champs - 2006 Remastered Version,Wire,hot garbage,4,1977,169,81,35,-7,89,1.77,16,31
Pink Flag - 2006 Remastered Version,Wire,hot garbage,4,1977,122,84,45,-10,20,3.77,26,33
holy calamafuck,Run The Jewels,hot garbage,4,2020,120,78,60,-7,37,3.97,7,26
"Pig Feet (feat. Kamasi Washington, G Perico & Daylyt)",Terrace Martin,hot garbage,4,2020,126,93,48,-5,45,3.28,14,37
In a Jar,Dinosaur Jr.,hot garbage,4,1987,158,94,32,-6,62,3.48,0,8
Smells Like Teen Spirit,Nirvana,hot garbage,4,1991,117,91,50,-5,72,5.03,0,79
Hell,King Gizzard & The Lizard Wizard,hot garbage,4,2019,168,95,14,-6,4,3.67,0,40
Self-Immolate,King Gizzard & The Lizard Wizard,hot garbage,4,2019,159,90,31,-6,18,4.48,0,41
Mars For The Rich,King Gizzard & The Lizard Wizard,hot garbage,4,2019,129,89,27,-6,33,4.20,3,44
Angel,Massive Attack,hot garbage,4,1998,107,31,71,-11,7,6.33,2,64
Inertia Creeps,Massive Attack,hot garbage,4,1998,167,81,37,-9,39,5.95,5,52
Group Four,Massive Attack,hot garbage,4,1998,95,75,55,-8,14,8.20,1,45
The Fortress (The Blood Inside...),Machine Girl,hot garbage,4,2020,99,98,43,-4,28,3.70,0,38
Breadcrumb Trail,Slint,hot garbage,4,1991,181,44,23,-17,20,5.93,1,15
Eric's Trip (Album Version),Sonic Youth,hot garbage,4,1988,150,99,29,-5,19,3.82,13,30
Hey Joni (Album Version),Sonic Youth,hot garbage,4,1988,162,99,28,-5,21,4.38,1,30
B) Hyperstation (Album Version),Sonic Youth,hot garbage,4,1988,133,87,33,-7,10,7.22,7,26
Tundra/Desert,Modest Mouse,hot garbage,4,1996,124,85,31,-8,17,5.42,1,0
Head South,Modest Mouse,hot garbage,4,1996,97,91,41,-7,52,4.37,32,0
Cowboy Dan,Modest Mouse,hot garbage,4,1997,173,64,39,-5,21,6.25,0,0
Doin' the Cockroach,Modest Mouse,hot garbage,4,1997,131,86,45,-4,40,4.32,0,1
Shit Luck,Modest Mouse,hot garbage,4,1997,166,94,30,-2,60,2.38,0,0
Teeth Like God's Shoeshine,Modest Mouse,hot garbage,4,1997,109,70,43,-4,26,6.88,1,1
...And the Cat Turned to Smoke,Orchid,hot garbage,4,2000,151,91,25,-5,8,5.27,0,28
I Am Nietzche,Orchid,hot garbage,4,2000,82,98,28,-4,16,2.63,0,32
Lights Out,Orchid,hot garbage,4,2000,140,94,22,-4,15,2.20,0,28
Destination: Blood!,Orchid,hot garbage,4,2000,90,95,26,-5,7,1.12,0,30
Ill in the Head,Dead Kennedys,hot garbage,4,1980,116,97,46,-4,79,2.78,4,28
Holiday in Cambodia,Dead Kennedys,hot garbage,4,1980,205,98,13,-4,37,4.63,62,45
Drug Me,Dead Kennedys,hot garbage,4,1980,166,99,23,-3,76,1.95,61,31
For Whom The Bell Tolls (Remastered),Metallica,hot garbage,4,1984,118,86,51,-6,26,5.17,1,52
Ride The Lightning (Remastered),Metallica,hot garbage,4,1984,149,97,27,-6,27,6.62,0,49
Map,The Microphones,hot garbage,4,2001,109,81,20,-7,7,5.02,5,38
Samurai Sword,The Microphones,hot garbage,4,2001,149,48,12,-12,5,4.13,9,36
Apistat Commander,Xiu Xiu,hot garbage,4,1905,141,41,68,-8,44,4.58,1,36
Brooklyn Dodgers,Xiu Xiu,hot garbage,4,1905,120,86,60,-6,24,3.85,50,25
Blacks,Xiu Xiu,hot garbage,4,1905,149,87,40,-5,9,3.25,71,27
Townie,Mitski,hot garbage,4,2014,138,88,31,-3,28,3.42,0,28
Carry Me Out,Mitski,hot garbage,4,2014,75,38,15,-9,11,3.88,2,26
Drunk Walk Home,Mitski,hot garbage,4,2014,173,36,33,-8,33,2.60,0,24
Roland,Interpol,hot garbage,4,2002,146,97,28,-5,26,3.60,0,0
Obstacle 2,Interpol,hot garbage,4,2002,116,92,40,-6,50,3.78,0,0
Obstacle 1,Interpol,hot garbage,4,2002,121,94,38,-5,39,4.18,0,0
The New,Interpol,hot garbage,4,2002,113,82,35,-7,29,6.12,0,0
Perennial Quest,Death,hot garbage,4,1995,170,95,28,-8,14,8.35,0,30
Zero Tolerance,Death,hot garbage,4,1995,81,96,23,-6,31,4.82,0,34
"1,000 Eyes",Death,hot garbage,4,1995,110,99,35,-6,8,4.48,0,33
orchids,glass beach,hot garbage,4,2019,110,52,20,-4,5,4.57,23,7
glass beach,glass beach,hot garbage,4,2019,72,79,17,-5,21,7.35,0,10
bedroom community,glass beach,hot garbage,4,2019,135,69,51,-5,34,6.02,5,22
Black Paint,Death Grips,hot garbage,4,2018,117,100,49,-4,14,3.82,5,43
Disappointed,Death Grips,hot garbage,4,2018,118,99,50,-4,15,3.35,1,37
Hahaha,Death Grips,hot garbage,4,2018,128,96,56,-5,51,3.58,16,42
Death Grips Is Online,Death Grips,hot garbage,4,2018,146,96,52,-5,42,3.53,0,48
This Link Is Dead,Deftones,hot garbage,4,2020,172,99,13,-3,4,4.62,0,46
Ohms,Deftones,hot garbage,4,2020,173,98,11,-3,37,4.17,0,58
The Spell of Mathematics,Deftones,hot garbage,4,2020,120,86,35,-5,30,5.47,0,49
Radiant City,Deftones,hot garbage,4,2020,78,96,17,-3,24,3.58,0,48
Urantia,Deftones,hot garbage,4,2020,111,91,30,-3,27,4.50,0,53
Sweet Child O' Mine,Guns N' Roses,hot garbage,4,1987,125,95,45,-5,62,5.93,9,75
When The Sun Goes Down,Arctic Monkeys,hot garbage,4,2006,169,88,35,-5,41,3.37,3,62
Fake Tales Of San Francisco,Arctic Monkeys,hot garbage,4,2006,127,78,45,-4,70,2.97,1,53
Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,hot garbage,4,2006,135,91,37,-5,39,4.48,0,46
Red Light Indicates Doors Are Secured,Arctic Monkeys,hot garbage,4,2006,111,85,62,-5,91,2.40,0,46
My Iron Lung,Radiohead,hot garbage,4,1995,97,86,24,-8,67,4.60,6,0
Waves,Hum,hot garbage,4,2020,133,92,37,-5,39,5.52,0,39
Kerosene,Big Black,hot garbage,4,1985,102,98,48,-9,12,6.07,0,9
Bazooka Joe,Big Black,hot garbage,4,1985,185,92,38,-11,34,4.72,0,1
Passing Complexion,Big Black,hot garbage,4,1985,153,92,42,-7,11,3.07,0,5
Ifwhiteamericatoldthetruthforonedayit'sworldwouldfallapart - Remastered,Manic Street Preachers,hot garbage,4,1994,148,81,35,-5,47,3.67,0,32
4st 7lb - Remastered,Manic Street Preachers,hot garbage,4,1994,147,92,36,-5,21,5.10,1,33
Archives of Pain - Remastered,Manic Street Preachers,hot garbage,4,1994,126,76,37,-6,28,5.47,0,31
Yes - Remastered,Manic Street Preachers,hot garbage,4,1994,141,86,51,-4,59,5.02,0,37
P.C.P. - Remastered,Manic Street Preachers,hot garbage,4,1994,173,91,29,-3,44,3.95,0,26
She Is Suffering - Remastered,Manic Street Preachers,hot garbage,4,1994,112,67,56,-6,21,4.70,1,30
Of Walking Abortion - Remastered,Manic Street Preachers,hot garbage,4,1994,139,94,51,-4,37,4.02,0,28
What People Are Made Of,Modest Mouse,hot garbage,4,2000,166,86,40,-5,54,2.23,0,35
Alone Down There,Modest Mouse,hot garbage,4,2000,66,74,31,-5,44,2.37,3,37
Dark Center Of The Universe,Modest Mouse,hot garbage,4,2000,193,83,25,-4,24,5.05,1,44
Club Down,clipping.,hot garbage,4,2019,77,64,64,-5,3,4.52,9,0
La Mala Ordina,clipping.,hot garbage,4,2019,151,88,39,-8,29,5.77,2,0
Weekend at the Fire Academy,Orchid,hot garbage,4,1999,101,96,14,-4,13,0.93,0,26
"Le Désordre, C'est Moi",Orchid,hot garbage,4,1999,180,93,7,-6,6,2.08,0,29
The Action Index,Orchid,hot garbage,4,1999,94,93,22,-5,6,1.87,0,24
Invasion U.S.A.,Orchid,hot garbage,4,1999,209,96,6,-4,12,1.02,0,21
Epilogue of a Car Crash,Orchid,hot garbage,4,1999,177,73,46,-8,13,3.90,3,27
Woe to All (On the Day of My Wrath),Lingua Ignota,hot garbage,4,2018,80,86,19,-7,4,15.03,54,30
God Gave Me No Name (no Thing Can Hide from My Flame),Lingua Ignota,hot garbage,4,2018,105,62,17,-6,13,4.82,85,26
All Bitches Die (all Bitches Die Here),Lingua Ignota,hot garbage,4,2018,81,26,16,-11,3,12.38,96,26
Pain Everyday,clipping.,hot garbage,4,2020,151,88,68,-8,31,3.65,7,36
Body for the Pile,clipping.,hot garbage,4,2020,86,85,61,-7,42,4.42,1,32
Mary Turner Mary Turner,Xiu Xiu,hot garbage,4,2019,106,65,31,-13,22,3.80,9,20
Girl with Basket of Fruit,Xiu Xiu,hot garbage,4,2019,130,81,52,-10,44,4.27,56,29
The Wrong Thing,Xiu Xiu,hot garbage,4,2019,81,33,28,-16,26,4.92,20,19
Amargi ve Moo,Xiu Xiu,hot garbage,4,2019,88,25,38,-14,7,4.85,37,20
Scisssssssors,Xiu Xiu,hot garbage,4,2019,91,77,36,-12,43,4.47,10,21
Hand of Doom - 2012 - Remaster,Black Sabbath,hot garbage,4,1970,142,57,45,-12,23,7.13,2,48
Jack the Stripper / Fairies Wear Boots - 2012 - Remaster,Black Sabbath,hot garbage,4,1970,137,66,42,-11,63,6.20,0,50
Paranoid - 2012 - Remaster,Black Sabbath,hot garbage,4,1970,163,66,41,-12,45,2.80,0,71
War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,hot garbage,4,1970,183,62,33,-12,41,7.90,22,65
HELLLLHOOOOLE,Jeff Rosenstock,hot garbage,4,2016,79,62,27,-6,42,1.77,5,36
June 21st,Jeff Rosenstock,hot garbage,4,2016,183,98,16,-5,29,1.07,1,35
Blast Damage Days,Jeff Rosenstock,hot garbage,4,2016,185,94,16,-5,22,2.92,6,35
Festival Song,Jeff Rosenstock,hot garbage,4,2016,165,93,44,-5,77,2.90,8,42
Jane Doe,Converge,hot garbage,4,1905,129,90,18,-4,16,11.57,0,32
Fault and Fracture,Converge,hot garbage,4,1905,86,100,20,-3,10,3.08,0,38
Thaw,Converge,hot garbage,4,1905,153,99,18,-4,15,4.50,0,30
Distance and Meaning,Converge,hot garbage,4,1905,93,96,22,-4,19,4.30,0,35
Vargr Theme / Confrontation (Genetic Prophesy),The Lord Weird Slough Feg,hot garbage,4,2013,121,90,32,-4,39,6.17,0,11
The Final Gambit,The Lord Weird Slough Feg,hot garbage,4,2013,145,91,23,-4,17,4.58,0,10
High Passage / Low Passage,The Lord Weird Slough Feg,hot garbage,4,2013,172,88,21,-5,24,3.70,0,15
Vargr Moon,The Lord Weird Slough Feg,hot garbage,4,2013,174,86,19,-4,23,6.13,0,11
Gene-ocide,The Lord Weird Slough Feg,hot garbage,4,2013,141,91,32,-5,19,4.45,0,8
Soulitude,Overkill,hot garbage,4,1991,98,78,29,-11,25,5.43,0,33
Horrorscope,Overkill,hot garbage,4,1991,96,51,35,-11,63,5.82,0,33
Blood Money,Overkill,hot garbage,4,1991,160,93,23,-11,43,4.13,0,28
Nice Day...For a Funeral,Overkill,hot garbage,4,1991,174,90,29,-12,37,6.30,0,26
Thanx for Nothin',Overkill,hot garbage,4,1991,120,84,44,-12,81,4.10,0,31
Cradle Rock,Rory Gallagher,hot garbage,4,1973,103,92,35,-8,56,6.27,0,33
Passenger,Deftones,hot garbage,4,2000,118,80,35,-6,22,6.15,0,65
Knife Prty,Deftones,hot garbage,4,2000,74,88,30,-4,12,4.82,0,60
Pink Maggit,Deftones,hot garbage,4,2000,90,67,14,-7,4,7.55,1,52
Street Carp,Deftones,hot garbage,4,2000,161,94,20,-4,50,2.70,0,51
Change (In the House of Flies),Deftones,hot garbage,4,2000,142,85,27,-5,18,5.00,0,75
냄새 - Intro,PANIC,hot garbage,4,1996,115,81,54,-13,45,2.27,35,3
Burning Bridges,Crimson Glory,hot garbage,4,1905,113,91,43,-4,17,6.43,1,13
Red Sharks,Crimson Glory,hot garbage,4,1905,127,98,34,-3,54,4.80,0,24
Masque of the Red Death,Crimson Glory,hot garbage,4,1905,145,98,46,-3,54,4.18,0,16
New Gods,Meat Puppets,hot garbage,4,1905,140,92,39,-8,68,2.22,0,23
Split Myself in Two,Meat Puppets,hot garbage,4,1905,128,86,27,-9,73,2.40,0,28
Giggy Smile - 2006 Digital Remaster,Faust,hot garbage,4,2006,102,76,34,-11,71,7.78,6,21
The Mysterious Vanishing of Electra,Anna von Hausswolff,hot garbage,4,2018,101,69,51,-8,39,6.15,5,43
I Would Hurt a Fly,Built To Spill,hot garbage,4,1997,138,58,35,-9,52,6.25,0,43
Stop the Show,Built To Spill,hot garbage,4,1997,119,49,40,-11,32,6.43,0,32
U.D.I.G. (UNITED DEFENDERS OF INTERNATIONAL GOODWILL),R.A.P. Ferreira,hot garbage,4,2020,81,56,69,-8,64,2.15,8,31
Taivaan portti,Oranssi Pazuzu,hot garbage,4,2020,144,68,21,-6,3,8.12,0,23
Uusi teknokratia,Oranssi Pazuzu,hot garbage,4,2020,174,68,17,-10,4,10.33,1,30
Tyhjyyden sakramentti,Oranssi Pazuzu,hot garbage,4,2020,105,89,15,-8,9,9.32,0,28
Salamia,Kevin & the Bikes,hot garbage,4,2020,135,93,47,-5,26,5.17,5,3
Vajrabhairava: The Summoning,Neptunian Maximalism,hot garbage,4,2020,142,87,14,-9,6,6.05,0,13
Nganga,Neptunian Maximalism,hot garbage,4,2020,97,94,28,-10,19,8.58,0,21
Enūma Eliš,Neptunian Maximalism,hot garbage,4,2020,108,62,27,-12,14,7.18,0,15
Hotlines,Dogleg,hot garbage,4,2020,98,100,45,-4,13,3.35,0,31
Fox,Dogleg,hot garbage,4,2020,100,99,50,-4,18,2.83,0,40
Wrist,Dogleg,hot garbage,4,2020,101,99,44,-4,15,3.10,0,30
Ender,Dogleg,hot garbage,4,2020,110,98,24,-6,4,6.35,0,30
Love,Boris,hot garbage,4,2020,108,96,16,-5,3,6.72,0,16
Evol,Boris,hot garbage,4,2020,125,91,17,-4,4,13.08,0,12
Boris,Boris,hot garbage,4,2020,143,94,14,-6,4,8.85,0,12
Journey,Boris,hot garbage,4,2020,130,95,24,-7,6,7.77,4,13
Visceral Ends,Ulcerate,hot garbage,4,2020,122,91,20,-7,4,5.68,0,27
Drawn Into The Next Void,Ulcerate,hot garbage,4,2020,91,93,16,-6,15,8.63,0,25
Stare Into Death And Be Still,Ulcerate,hot garbage,4,2020,120,93,19,-6,16,8.42,0,35
Dissolved Orders,Ulcerate,hot garbage,4,2020,73,92,18,-7,14,8.25,0,27
Interitus,Miasmatic Necrosis,hot garbage,4,2020,107,90,41,-6,41,0.55,0,13
Body Farm,Miasmatic Necrosis,hot garbage,4,2020,85,92,36,-5,48,0.78,0,16
Model Village,IDLES,hot garbage,4,2020,90,95,47,-3,50,3.92,0,40
Ne Touche Pas Moi,IDLES,hot garbage,4,2020,91,97,53,-3,61,2.57,0,37
Awake,Tkay Maidza,hot garbage,4,2020,110,91,76,-1,28,3.53,25,38
Grasshopper,Tkay Maidza,hot garbage,4,2020,127,79,74,-4,33,3.05,1,40
Violent Transcendence,Omegavortex,hot garbage,4,2020,108,97,16,-7,4,4.88,0,7
Stellar Death,Omegavortex,hot garbage,4,2020,117,94,17,-7,10,6.05,0,6
N O D R E A M,Jeff Rosenstock,hot garbage,4,2020,89,77,23,-6,30,3.83,6,37
f a m e,Jeff Rosenstock,hot garbage,4,2020,144,85,49,-5,31,4.17,0,36
Ohio Tpke,Jeff Rosenstock,hot garbage,4,2020,159,90,29,-5,33,5.82,0,35
NO TIME,Jeff Rosenstock,hot garbage,4,2020,147,96,41,-5,84,0.90,0,37
Alphaville,Imperial Triumphant,hot garbage,4,2020,77,94,15,-8,8,8.17,0,15
City Swine,Imperial Triumphant,hot garbage,4,2020,110,73,35,-10,24,6.95,0,17
Excelsior,Imperial Triumphant,hot garbage,4,2020,80,94,12,-9,4,5.87,0,19
Rotted Futures,Imperial Triumphant,hot garbage,4,2020,95,91,16,-9,4,6.00,0,23
Psionic Static,Kairon; IRSE!,hot garbage,4,2020,177,86,15,-7,14,6.47,0,17
Lesions of a Different Kind,Undeath,hot garbage,4,2020,93,92,39,-7,41,3.13,0,34
Acidic Twilight Visions,Undeath,hot garbage,4,2020,182,93,22,-6,31,3.67,0,26
Kicked in the Protruding Guts,Undeath,hot garbage,4,2020,97,94,39,-7,20,4.92,0,22
Boosep,Crywank,hot garbage,4,2020,126,82,42,-11,55,1.93,0,13
Flower in Hand,Crywank,hot garbage,4,2020,65,90,54,-8,7,2.30,17,16
Science Fair,"Black Country, New Road",hot garbage,4,2021,126,67,56,-10,25,6.33,7,46
Sunglasses,"Black Country, New Road",hot garbage,4,2021,122,41,47,-9,11,9.85,3,49
Opus,"Black Country, New Road",hot garbage,4,2021,179,40,25,-10,4,8.02,1,46
One Armed Scissor,At The Drive In,hot garbage,4,1905,165,93,25,-4,23,4.33,5,51
Rolodex Propaganda,At The Drive In,hot garbage,4,1905,165,98,30,-2,30,2.92,19,32
Cosmonaut,At The Drive In,hot garbage,4,1905,103,98,35,-2,35,3.38,1,33
70%,underscores,hot garbage,4,2021,184,93,28,-4,32,2.67,2,41
John L,black midi,hot garbage,4,2021,135,87,37,-6,9,5.23,4,49
Dethroned,black midi,hot garbage,4,2021,145,70,34,-9,23,5.05,13,43
Hogwash and Balderdash,black midi,hot garbage,4,2021,140,93,49,-5,45,2.55,62,41
Aggressive,Asian Glow,hot garbage,4,2021,139,44,28,-13,21,4.65,2,1
A Big Karismatic Dukie,Asian Glow,hot garbage,4,2021,106,81,20,-8,16,4.53,0,4
Yes It Is,Asian Glow,hot garbage,4,2021,120,69,38,-7,18,3.58,0,1
Cassandra Gemini: Multiple Spouse Wounds,The Mars Volta,hot garbage,4,2005,127,99,39,-1,32,0.78,1,32
Cassandra Gemini: Plant A Nail In the Navel Stream,The Mars Volta,hot garbage,4,2005,193,97,9,-3,9,2.93,0,34
Cassandra Gemini: Faminepulse,The Mars Volta,hot garbage,4,2005,94,80,28,-7,9,7.68,0,33
Narrator,Squid,hot garbage,4,2021,134,73,43,-7,37,8.48,0,48
Pamphlets,Squid,hot garbage,4,2021,171,87,29,-7,25,8.07,0,42
WAIL OF THE BANSHEE,Backxwash,hot garbage,4,2021,130,91,64,-3,9,2.07,35,31
I LIE HERE BURIED WITH MY RINGS AND MY DRESSES,Backxwash,hot garbage,4,2021,117,94,64,-3,11,4.97,20,35
BURN TO ASHES,Backxwash,hot garbage,4,2021,130,97,58,-3,13,4.03,9,27
Early Age Death,RXKNephew,hot garbage,4,2021,137,79,60,-4,18,4.75,12,27
Of Schlagenheim,black midi,hot garbage,4,2019,146,81,29,-7,19,6.42,0,39
"Near DT, MI",black midi,hot garbage,4,2019,100,76,32,-6,20,2.33,0,44
Ejaculated Poisoned Wrench,Lil Ugly Mane,hot garbage,4,2015,55,98,15,-4,5,2.10,4,23
Columns,Lil Ugly Mane,hot garbage,4,2015,140,91,41,-5,30,2.52,59,26
Compliance,Lil Ugly Mane,hot garbage,4,2015,86,100,25,-2,3,1.45,1,19
Intent and Purulent Discharge,Lil Ugly Mane,hot garbage,4,2015,129,95,36,-7,18,5.18,15,22
